date,location_id,lat,lon,depth,habitat,species,count,biomass_kg,water_temp,salinity,dissolved_oxygen,pH,chlorophyll,river_discharge,rainfall,air_temp,tide_height,current_speed,fishing_effort,sampling_gear,observation_method,season,moon_phase
01-10-2020,LOC02,13.45,57.89,50,seagrass,Snapper,39,162.5,20.11214409,34.79580569,6.507716225,8.084412683,1.448776479,118.2398269,19.70764809,22.28272312,1.033842578,0.619484585,6,longline,visual,autumn,last_quarter
01-11-2020,LOC01,12.34,56.78,30,reef,Tuna,39,153,21.74824415,35.19851665,6.977141822,8.068891615,1.796221544,154.8763478,42.18150878,24.52941341,1.311175526,0.579165159,9,net,visual,autumn,last_quarter
01-11-2020,LOC01,12.34,56.78,30,reef,Sardine,220,421.7,24.38217488,34.9151401,6.948783867,8.088386534,1.522713986,143.361437,37.24162033,25.16530754,1.324396751,0.688686085,10,trawl,catch,autumn,new
01-11-2020,LOC01,12.34,56.78,30,reef,Snapper,44,258.1,22.71160973,35.44319698,6.964178746,8.160015313,1.586807747,139.744287,36.67920628,21.06940562,1.266758618,0.490784439,10,trawl,catch,autumn,new
01-11-2020,LOC02,13.45,57.89,50,seagrass,Tuna,62,265.8,23.87054099,34.75798493,7.314609466,8.099904007,1.622410853,159.4700142,35.65513558,22.99765602,1.245263807,0.671424544,13,longline,visual,autumn,first_quarter
01-11-2020,LOC02,13.45,57.89,50,seagrass,Sardine,172,347,22.21720425,34.94690903,6.910649807,8.13084071,1.200086331,132.8853939,40.52339608,23.58766313,1.191359103,0.695395716,14,longline,acoustic,autumn,first_quarter
01-11-2020,LOC02,13.45,57.89,50,seagrass,Snapper,42,225.7,23.13198148,34.29786545,6.932233435,8.084869012,1.355162952,152.0068263,42.39637255,25.79437005,1.308926746,0.667718372,18,trawl,visual,autumn,full
01-12-2020,LOC01,12.34,56.78,30,reef,Tuna,50,291.2,24.94071735,34.63535653,6.917105387,8.131695519,2.000897987,153.4020998,53.35039621,26.62515854,1.537776376,0.71894213,18,net,catch,winter,new
01-12-2020,LOC01,12.34,56.78,30,reef,Sardine,212,313.2,23.97895484,35.02608666,6.945229899,8.083158402,2.18591059,153.3987536,51.58023935,27.40982846,1.530787246,0.594602333,16,longline,acoustic,winter,full
01-12-2020,LOC01,12.34,56.78,30,reef,Snapper,45,272,26.18763439,35.10138752,6.899927785,8.124258056,1.841624709,149.9860735,54.93068158,26.44222865,1.540240364,0.733870068,9,net,catch,winter,full
01-12-2020,LOC02,13.45,57.89,50,seagrass,Tuna,50,211.9,24.14079398,34.73116871,7.108518893,8.052218742,2.131253675,137.5824447,48.97965708,27.10964775,1.621041927,0.631134217,15,net,acoustic,winter,full
01-12-2020,LOC02,13.45,57.89,50,seagrass,Sardine,191,424.5,24.8463149,35.72702509,6.908705771,8.156611729,1.806689864,149.3974815,44.64018724,27.45502372,1.572005062,0.696132191,15,longline,acoustic,winter,new
01-12-2020,LOC02,13.45,57.89,50,seagrass,Snapper,43,271.7,27.80921086,34.70670746,7.287060031,8.112187624,1.954625706,154.3259445,50.30958242,27.11039573,1.479589015,0.630094517,15,longline,acoustic,winter,new
01-01-2021,LOC01,12.34,56.78,30,reef,Tuna,48,240.4,28.29493225,35.09018197,6.734814416,8.161314648,2.973755651,148.2468367,69.86831756,31.24196,1.797235935,0.70391004,8,net,acoustic,winter,full
01-01-2021,LOC01,12.34,56.78,30,reef,Sardine,194,256.5,26.70540054,35.65178253,7.034069436,8.174369914,2.418497685,131.7787818,63.79781401,30.1020313,1.753412477,0.729889105,9,net,visual,winter,full
01-01-2021,LOC01,12.34,56.78,30,reef,Snapper,37,185.1,26.75018666,34.88208532,6.829190254,8.086492244,3.031402373,142.3168102,63.78051945,27.90254904,1.710332424,0.66005141,11,longline,visual,winter,new
01-01-2021,LOC02,13.45,57.89,50,seagrass,Tuna,48,243,27.53722784,34.95560178,6.866784654,8.18593975,1.804116782,123.2858127,62.28414584,30.01452788,1.779263616,0.696859441,10,net,visual,winter,new
01-01-2021,LOC02,13.45,57.89,50,seagrass,Sardine,215,533.5,27.77264526,34.71925849,7.005588772,8.105530656,2.500401954,158.0308059,52.74563936,28.58231583,1.696959625,0.655042048,19,net,visual,winter,full
01-01-2021,LOC02,13.45,57.89,50,seagrass,Snapper,51,380.3,29.30174195,34.79412529,6.793308746,8.0425398,1.927560876,142.1324683,60.01074008,29.91514947,1.677810394,0.635106358,7,trawl,catch,winter,first_quarter
01-02-2021,LOC01,12.34,56.78,30,reef,Tuna,50,292.7,28.52991532,35.31642896,6.497872265,8.031180625,2.771166092,128.6536374,79.04558902,32.05516453,1.966087532,0.650375539,17,longline,acoustic,winter,new
01-02-2021,LOC01,12.34,56.78,30,reef,Sardine,187,259.2,28.40359391,35.74245939,6.28834379,8.033872943,2.720167165,129.2022671,75.46877858,31.5455888,1.915186373,0.564383147,8,net,acoustic,winter,first_quarter
01-02-2021,LOC01,12.34,56.78,30,reef,Snapper,45,203,29.14417034,34.64322301,5.969658333,8.031099536,2.3228398,102.5021622,70.00396724,33.5211081,1.931897526,0.664528188,15,trawl,visual,winter,last_quarter
01-02-2021,LOC02,13.45,57.89,50,seagrass,Tuna,33,189,28.75347973,35.27977019,6.613237552,8.072522369,2.529194874,113.1587167,76.41328982,32.52316229,1.911861132,0.601329267,14,net,visual,winter,new
01-02-2021,LOC02,13.45,57.89,50,seagrass,Sardine,179,268.4,31.01371323,34.73451175,6.708974562,8.103399331,2.74238059,106.9230314,75.12293956,30.63676919,1.955133288,0.675839633,10,trawl,visual,winter,full
01-02-2021,LOC02,13.45,57.89,50,seagrass,Snapper,51,294.5,29.29158876,35.86982402,6.403553504,8.149966817,2.895249428,132.9577801,73.74497383,32.14659359,1.930096413,0.558197144,19,longline,visual,winter,full
01-03-2021,LOC01,12.34,56.78,30,reef,Tuna,54,348.3,29.62505531,35.18652616,5.875279862,8.101167766,2.820075165,116.2007031,81.81849075,32.78197087,1.996442414,0.39146923,8,trawl,visual,spring,first_quarter
01-03-2021,LOC01,12.34,56.78,30,reef,Sardine,193,579.3,30.82419962,35.08485327,5.912189218,8.080271357,2.361240633,102.5764042,84.22741554,31.42438067,1.998906718,0.442126768,18,trawl,catch,spring,last_quarter
01-03-2021,LOC01,12.34,56.78,30,reef,Snapper,47,263.9,30.75385507,34.87444871,5.503858298,8.050179069,3.36987058,72.22005719,78.26238294,31.81999922,1.998382539,0.466244302,6,net,catch,spring,first_quarter
01-03-2021,LOC02,13.45,57.89,50,seagrass,Tuna,59,317.2,28.51494452,35.59520678,5.84789823,8.071962292,2.993325662,84.37115655,81.14385014,33.96746627,1.99978549,0.420555122,11,net,acoustic,spring,new
01-03-2021,LOC02,13.45,57.89,50,seagrass,Sardine,193,470.6,30.27009543,35.20598579,6.371898962,8.123427639,3.197366403,127.1074553,78.93097721,32.20211724,1.999542545,0.521949551,8,trawl,acoustic,spring,last_quarter
01-03-2021,LOC02,13.45,57.89,50,seagrass,Snapper,68,290.2,30.9159303,34.94542742,5.949423711,8.128113644,2.61243532,103.526272,89.56477404,33.46617766,1.999646203,0.474644736,18,trawl,catch,spring,first_quarter
01-04-2021,LOC01,12.34,56.78,30,reef,Tuna,49,160.1,30.19212707,34.81015674,5.575389557,8.043650604,3.264614724,87.4563496,80.77871474,30.68139765,1.910820913,0.420242754,10,longline,acoustic,spring,new
01-04-2021,LOC01,12.34,56.78,30,reef,Sardine,213,444.9,29.62135844,35.7368057,5.745206782,7.956647252,2.770793837,73.35348972,67.22026925,32.29033548,1.898503026,0.345671607,13,longline,catch,spring,first_quarter
01-04-2021,LOC01,12.34,56.78,30,reef,Snapper,63,280.8,29.79233951,34.06439094,5.872463512,8.130132622,2.811275451,80.7554651,68.93166497,33.37868316,1.940883666,0.389796524,18,net,visual,spring,new
01-04-2021,LOC02,13.45,57.89,50,seagrass,Tuna,51,288.2,29.32133233,35.25659991,5.416230251,8.211486592,2.395646279,87.60937324,82.82029937,31.34399362,1.867026185,0.449774514,14,longline,catch,spring,first_quarter
01-04-2021,LOC02,13.45,57.89,50,seagrass,Sardine,212,465.4,30.73131329,35.09065711,5.317711275,8.141221353,3.142370628,81.54659528,79.70825665,31.92522429,1.954336888,0.356590328,13,trawl,acoustic,spring,full
01-04-2021,LOC02,13.45,57.89,50,seagrass,Snapper,50,102.2,28.08280955,35.56042033,5.3670748,8.118029584,2.448819775,89.38705482,75.26062381,32.48619282,1.863732311,0.475822005,12,longline,visual,spring,first_quarter
01-05-2021,LOC01,12.34,56.78,30,reef,Tuna,36,176.2,27.10475585,35.73359063,5.111132618,8.214979455,2.527222769,74.55191375,66.78659711,30.96296057,1.780693089,0.284106958,13,trawl,acoustic,spring,last_quarter
01-05-2021,LOC01,12.34,56.78,30,reef,Sardine,200,264,26.0728636,34.11618894,5.155871668,8.156252196,2.495975264,34.09458224,64.0461977,29.837201,1.654432237,0.253938024,17,net,visual,spring,new
01-05-2021,LOC01,12.34,56.78,30,reef,Snapper,45,230.2,27.82994354,35.38880477,4.972077332,8.143902929,2.088099095,59.98240954,65.89370482,29.38370691,1.750981657,0.295667912,17,longline,visual,spring,new
01-05-2021,LOC02,13.45,57.89,50,seagrass,Tuna,50,192.5,28.21197702,34.40926047,5.020715613,8.06876983,2.897544019,60.00162927,63.94133099,30.49871944,1.835040539,0.32463824,7,net,visual,spring,first_quarter
01-05-2021,LOC02,13.45,57.89,50,seagrass,Sardine,182,445.5,25.50253331,34.15883676,5.176032854,8.064256172,2.893607579,53.54698591,55.32734632,28.73198608,1.85817827,0.315088642,17,longline,acoustic,spring,last_quarter
01-05-2021,LOC02,13.45,57.89,50,seagrass,Snapper,49,236.7,25.36530633,35.30864079,5.245046642,8.115469579,2.794443925,45.05044885,75.04377693,29.04057225,1.716886698,0.242427535,16,longline,catch,spring,last_quarter
01-06-2021,LOC01,12.34,56.78,30,reef,Tuna,60,314.2,24.89504184,35.68192516,4.952668235,8.010963095,1.759027972,55.51191729,51.97754553,25.43294175,1.536185464,0.270913933,16,trawl,visual,summer,last_quarter
01-06-2021,LOC01,12.34,56.78,30,reef,Sardine,208,496.2,25.80912131,34.92709477,4.921592041,8.106996216,1.755027468,38.53167918,45.29889396,26.36518684,1.558042532,0.308102978,5,trawl,catch,summer,first_quarter
01-06-2021,LOC01,12.34,56.78,30,reef,Snapper,44,235,24.98706123,34.27320036,4.74752214,8.101471179,2.308634276,27.85812629,51.7286329,28.18962201,1.507650995,0.327510125,16,net,visual,summer,first_quarter
01-06-2021,LOC02,13.45,57.89,50,seagrass,Tuna,55,326.9,24.01500507,34.77223608,4.722711549,8.029501515,1.94784869,42.70422806,51.88985499,27.45253842,1.48396027,0.31193004,6,net,catch,summer,full
01-06-2021,LOC02,13.45,57.89,50,seagrass,Sardine,211,555.4,23.57823635,34.84382228,5.271624219,8.125403955,2.058578909,47.82315307,48.08099537,27.28821906,1.512617367,0.297871069,9,net,visual,summer,last_quarter
01-06-2021,LOC02,13.45,57.89,50,seagrass,Snapper,48,154.7,25.32401252,34.61990496,5.115480516,8.102327874,2.228556432,61.75506577,50.96210559,28.13205229,1.616144205,0.379522615,12,net,catch,summer,last_quarter
01-07-2021,LOC01,12.34,56.78,30,reef,Tuna,46,236.7,22.48296211,35.14153429,5.350877628,8.011738984,1.792145722,56.78154891,33.98109069,22.52888477,1.228542795,0.206089527,11,net,catch,summer,new
01-07-2021,LOC01,12.34,56.78,30,reef,Sardine,200,517,22.32134483,34.65293072,5.032654057,8.163644138,1.660889091,52.84243,33.8177679,22.43282291,1.233371421,0.238804134,5,longline,catch,summer,last_quarter
01-07-2021,LOC01,12.34,56.78,30,reef,Snapper,53,328.1,21.80378795,35.11198371,5.134374467,8.114097793,1.290395869,55.80552578,27.00973812,24.13512345,1.230773215,0.315423949,8,trawl,visual,summer,full
01-07-2021,LOC02,13.45,57.89,50,seagrass,Tuna,53,250.1,20.9993306,34.48729494,5.026412327,8.161421041,1.308148983,63.1008664,32.30841899,24.24794756,1.256147391,0.370447749,18,net,acoustic,summer,full
01-07-2021,LOC02,13.45,57.89,50,seagrass,Sardine,189,327.7,21.25094003,35.20510601,5.040820963,8.218730328,0.978685621,58.7350616,29.36023488,23.50659866,1.24390156,0.21052635,18,trawl,visual,summer,first_quarter
01-07-2021,LOC02,13.45,57.89,50,seagrass,Snapper,49,295.2,22.3360465,34.70951991,4.678827315,8.132049536,1.466049477,46.5718913,35.63298355,23.41631964,1.273219837,0.357109477,9,net,visual,summer,new
01-08-2021,LOC01,12.34,56.78,30,reef,Tuna,40,276.9,21.79722774,35.048802,5.311893957,8.073536385,1.155957191,75.37523232,23.56488324,21.77301506,1.072445761,0.327901063,11,trawl,catch,summer,first_quarter
01-08-2021,LOC01,12.34,56.78,30,reef,Sardine,199,316.4,20.78122341,34.80568341,5.795478733,8.125329158,0.740433646,81.71228012,20.14597861,21.22685121,1.059356313,0.375412629,16,net,acoustic,summer,full
01-08-2021,LOC01,12.34,56.78,30,reef,Snapper,61,270.5,21.76906454,35.31439815,5.841988791,8.21338221,0.824759487,75.70419127,18.1382363,21.02624165,1.083588195,0.347142256,16,trawl,visual,summer,first_quarter
01-08-2021,LOC02,13.45,57.89,50,seagrass,Tuna,38,155.1,23.47944195,34.77430777,5.514403528,8.035232941,1.645802124,86.19500681,25.50381724,20.45704503,1.061817099,0.343928448,19,longline,visual,summer,new
01-08-2021,LOC02,13.45,57.89,50,seagrass,Sardine,201,303.2,21.35763411,35.60644185,5.721833962,8.02039935,1.224440288,85.15515216,15.72756006,21.79594306,1.060304441,0.384961771,13,longline,catch,summer,new
01-08-2021,LOC02,13.45,57.89,50,seagrass,Snapper,51,226.3,20.22686083,34.98014686,5.588490921,8.084778662,1.011079918,75.92354038,14.41465826,22.2808827,1.067001376,0.401984676,12,longline,acoustic,summer,last_quarter
01-09-2021,LOC01,12.34,56.78,30,reef,Tuna,44,219.7,20.17017694,34.76893646,6.132870735,8.146631942,1.145194688,97.39171542,9.461553062,21.76923621,1.003726913,0.532227921,15,longline,visual,autumn,first_quarter
01-09-2021,LOC01,12.34,56.78,30,reef,Sardine,197,307.7,19.77354542,35.37363603,6.011482014,8.04413362,1.124384886,105.7866163,20.43981448,21.21958493,1.000167313,0.573913947,17,trawl,acoustic,autumn,first_quarter
